link,headline,category,short_description,authors,date,headline_tokens,short_description_tokens,headline_length,short_description_length,short_description_no_stopwords,headline_no_stopwords,short_desc_tokens_no_stop,headline_tokens_no_stop,short_description_extracted_dates,short_description_extracted_numbers,year
https://www.huffpost.com/entry/new-england-frozen-yogurt-owner-charged_n_6311972ae4b020c4ffab96b2,Owner Of New England Frozen Yogurt Shops Accused Of Hiding Camera In Store Bathroom,U.S. NEWS,Nashua police charged Chanphanou (Sab) Pou with three misdemeanor counts of violation of privacy. He could face up to one year in jail for each charge.,Ben Blanchet,2022-09-02,"['Owner', 'Of', 'New', 'England', 'Frozen', 'Yogurt', 'Shops', 'Accused', 'Of', 'Hiding', 'Camera', 'In', 'Store', 'Bathroom']","['Nashua', 'police', 'charged', 'Chanphanou', '(Sab)', 'Pou', 'with', 'three', 'misdemeanor', 'counts', 'of', 'violation', 'of', 'privacy.', 'He', 'could', 'face', 'up', 'to', 'one', 'year', 'in', 'jail', 'for', 'each', 'charge.']",14,26,nashua police charged chanphanou (sab) pou misdemeanor counts violation privacy. face year jail charge.,owner new england frozen yogurt shops accused hiding camera store bathroom,"['nashua', 'police', 'charged', 'chanphanou', '(sab)', 'pou', 'misdemeanor', 'counts', 'violation', 'privacy.', 'face', 'year', 'jail', 'charge.']","['owner', 'new', 'england', 'frozen', 'yogurt', 'shops', 'accused', 'hiding', 'camera', 'store', 'bathroom']",[],[],2022
https://www.huffpost.com/entry/pat-cipollone-jan-6-grand-jury_n_6311c619e4b07d96a24d2ae8,Former White House Counsel Pat Cipollone To Testify Before Grand Jury: Reports,POLITICS,Cipollone's former deputy Patrick Philbin is also reportedly scheduled to provide testimony to the grand jury on Friday.,Marita Vlachou,2022-09-02,"['Former', 'White', 'House', 'Counsel', 'Pat', 'Cipollone', 'To', 'Testify', 'Before', 'Grand', 'Jury:', 'Reports']","[""Cipollone's"", 'former', 'deputy', 'Patrick', 'Philbin', 'is', 'also', 'reportedly', 'scheduled', 'to', 'provide', 'testimony', 'to', 'the', 'grand', 'jury', 'on', 'Friday.']",12,18,cipollone's deputy patrick philbin reportedly scheduled provide testimony grand jury friday.,white house counsel pat cipollone testify grand jury: reports,"[""cipollone's"", 'deputy', 'patrick', 'philbin', 'reportedly', 'scheduled', 'provide', 'testimony', 'grand', 'jury', 'friday.']","['white', 'house', 'counsel', 'pat', 'cipollone', 'testify', 'grand', 'jury:', 'reports']",[],[],2022
https://www.huffpost.com/entry/hurricane-danielle-tropical-storm_n_631236a4e4b020c4ffacca40,"Tropical Storm Danielle Strengthens Into Hurricane, No Current Threat To Land",U.S. NEWS,The storm — the first hurricane of an unusually quiet storm season — is centered about 885 miles west of the Azores.,,2022-09-02,"['Tropical', 'Storm', 'Danielle', 'Strengthens', 'Into', 'Hurricane,', 'No', 'Current', 'Threat', 'To', 'Land']","['The', 'storm', '—', 'the', 'first', 'hurricane', 'of', 'an', 'unusually', 'quiet', 'storm', 'season', '—', 'is', 'centered', 'about', '885', 'miles', 'west', 'of', 'the', 'Azores.']",11,22,storm — hurricane unusually quiet storm season — centered 885 miles west azores.,"tropical storm danielle strengthens hurricane, current threat land","['storm', '—', 'hurricane', 'unusually', 'quiet', 'storm', 'season', '—', 'centered', '885', 'miles', 'west', 'azores.']","['tropical', 'storm', 'danielle', 'strengthens', 'hurricane,', 'current', 'threat', 'land']",[],['885'],2022
https://www.huffpost.com/entry/putin-snubs-gorbachev-funeral_n_6312499ce4b09e34c39504ef,Putin Plans To Snub Gorbachev's Funeral,WORLD NEWS,"The low-key funeral reflects the Kremlin’s uneasiness about the legacy of Gorbachev, who is despised by many at home for the collapse of the Soviet Union.","Jim Heintz and Vladimir Isachenkov, AP",2022-09-02,"['Putin', 'Plans', 'To', 'Snub', ""Gorbachev's"", 'Funeral']","['The', 'low-key', 'funeral', 'reflects', 'the', 'Kremlin’s', 'uneasiness', 'about', 'the', 'legacy', 'of', 'Gorbachev,', 'who', 'is', 'despised', 'by', 'many', 'at', 'home', 'for', 'the', 'collapse', 'of', 'the', 'Soviet', 'Union.']",6,26,"low-key funeral reflects kremlin’s uneasiness legacy gorbachev, despised home collapse soviet union.",putin plans snub gorbachev's funeral,"['low-key', 'funeral', 'reflects', 'kremlin’s', 'uneasiness', 'legacy', 'gorbachev,', 'despised', 'home', 'collapse', 'soviet', 'union.']","['putin', 'plans', 'snub', ""gorbachev's"", 'funeral']",[],[],2022
https://www.huffpost.com/entry/nasa-artemis-rocket-launch_n_631265e3e4b0fc6bd23b7e7e,NASA Aims For Saturday Launch Of New Moon Rocket After Fixing Fuel Leaks,U.S. NEWS,The inaugural flight of the 322-foot Artemis I rocket — the most powerful ever built by NASA — was delayed late in the countdown Monday.,"Marcia Dunn, AP",2022-09-02,"['NASA', 'Aims', 'For', 'Saturday', 'Launch', 'Of', 'New', 'Moon', 'Rocket', 'After', 'Fixing', 'Fuel', 'Leaks']","['The', 'inaugural', 'flight', 'of', 'the', '322-foot', 'Artemis', 'I', 'rocket', '—', 'the', 'most', 'powerful', 'ever', 'built', 'by', 'NASA', '—', 'was', 'delayed', 'late', 'in', 'the', 'countdown', 'Monday.']",13,25,inaugural flight 322-foot artemis rocket — powerful built nasa — delayed late countdown monday.,nasa aims saturday launch new moon rocket fixing fuel leaks,"['inaugural', 'flight', '322-foot', 'artemis', 'rocket', '—', 'powerful', 'built', 'nasa', '—', 'delayed', 'late', 'countdown', 'monday.']","['nasa', 'aims', 'saturday', 'launch', 'new', 'moon', 'rocket', 'fixing', 'fuel', 'leaks']",[],['322'],2022
https://www.huffpost.com/entry/us-economy-jobs-report-august_n_6311fc30e4b0aefceecb070e,"U.S. Hiring Slowed In August As Employers Add 315,000 Jobs",U.S. NEWS,"The unemployment rate rose to 3.7%, from a half-century low of 3.5% in July, as more Americans came off the sidelines to look for jobs.","Christopher Rugaber, AP",2022-09-02,"['U.S.', 'Hiring', 'Slowed', 'In', 'August', 'As', 'Employers', 'Add', '315,000', 'Jobs']","['The', 'unemployment', 'rate', 'rose', 'to', '3.7%,', 'from', 'a', 'half-century', 'low', 'of', '3.5%', 'in', 'July,', 'as', 'more', 'Americans', 'came', 'off', 'the', 'sidelines', 'to', 'look', 'for', 'jobs.']",10,25,"unemployment rate rose 3.7%, half-century low 3.5% july, americans came sidelines look jobs.","u.s. hiring slowed august employers add 315,000 jobs","['unemployment', 'rate', 'rose', '3.7%,', 'half-century', 'low', '3.5%', 'july,', 'americans', 'came', 'sidelines', 'look', 'jobs.']","['u.s.', 'hiring', 'slowed', 'august', 'employers', 'add', '315,000', 'jobs']",[],"['3.7', '3.5']",2022
https://www.huffpost.com/entry/pregnant-brandy-bottone-texas-hov-lane-citation_n_6310b3f7e4b088f7423b32d0,Pregnant Woman Who Claimed Unborn Baby Was HOV Lane Passenger Receives Another Ticket,U.S. NEWS,"Brandy Bottone had referred to Roe v. Wade and Texas' penal code, which identifies an unborn child as an individual, when she was first stopped for using the lane.",Nina Golgowski,2022-09-01,"['Pregnant', 'Woman', 'Who', 'Claimed', 'Unborn', 'Baby', 'Was', 'HOV', 'Lane', 'Passenger', 'Receives', 'Another', 'Ticket']","['Brandy', 'Bottone', 'had', 'referred', 'to', 'Roe', 'v.', 'Wade', 'and', ""Texas'"", 'penal', 'code,', 'which', 'identifies', 'an', 'unborn', 'child', 'as', 'an', 'individual,', 'when', 'she', 'was', 'first', 'stopped', 'for', 'using', 'the', 'lane.']",13,29,"brandy bottone referred roe v. wade texas' penal code, identifies unborn child individual, stopped using lane.",pregnant woman claimed unborn baby hov lane passenger receives ticket,"['brandy', 'bottone', 'referred', 'roe', 'v.', 'wade', ""texas'"", 'penal', 'code,', 'identifies', 'unborn', 'child', 'individual,', 'stopped', 'using', 'lane.']","['pregnant', 'woman', 'claimed', 'unborn', 'baby', 'hov', 'lane', 'passenger', 'receives', 'ticket']",[],[],2022
https://www.huffpost.com/entry/freeze-drying-breast-milk_l_630e3263e4b065bfc4b25a89,Should You Freeze-Dry Your Breast Milk?,PARENTING,"If your freezer is overflowing, or you're tired of carrying around ice packs and bottles of pumped milk, this option could be for you.",Marie Holmes,2022-09-01,"['Should', 'You', 'Freeze-Dry', 'Your', 'Breast', 'Milk?']","['If', 'your', 'freezer', 'is', 'overflowing,', 'or', ""you're"", 'tired', 'of', 'carrying', 'around', 'ice', 'packs', 'and', 'bottles', 'of', 'pumped', 'milk,', 'this', 'option', 'could', 'be', 'for', 'you.']",6,24,"freezer overflowing, you're tired carrying ice packs bottles pumped milk, option you.",freeze-dry breast milk?,"['freezer', 'overflowing,', ""you're"", 'tired', 'carrying', 'ice', 'packs', 'bottles', 'pumped', 'milk,', 'option', 'you.']","['freeze-dry', 'breast', 'milk?']",[],[],2022
https://www.huffpost.com/entry/missing-louisiana-nun-found-alive_n_63104d89e4b0dc23bbeeda1f,Missing Louisiana Nun Found 'Alive And Safe' Months After Armed Home Raid,U.S. NEWS,The nun was held by kidnappers for nearly five months following an armed raid of her Burkina Faso home.,Ben Blanchet,2022-09-01,"['Missing', 'Louisiana', 'Nun', 'Found', ""'Alive"", 'And', ""Safe'"", 'Months', 'After', 'Armed', 'Home', 'Raid']","['The', 'nun', 'was', 'held', 'by', 'kidnappers', 'for', 'nearly', 'five', 'months', 'following', 'an', 'armed', 'raid', 'of', 'her', 'Burkina', 'Faso', 'home.']",12,19,nun held kidnappers nearly months following armed raid burkina faso home.,missing louisiana nun 'alive safe' months armed home raid,"['nun', 'held', 'kidnappers', 'nearly', 'months', 'following', 'armed', 'raid', 'burkina', 'faso', 'home.']","['missing', 'louisiana', 'nun', ""'alive"", ""safe'"", 'months', 'armed', 'home', 'raid']",[],[],2022
https://www.huffpost.com/entry/kkk-plaque-west-point_n_63101115e4b07744a2fd04c9,"A Ku Klux Klan Plaque Is Mounted At West Point's Science Center, Commission Finds",U.S. NEWS,The plaque shows a hooded man holding a weapon.,Josephine Harvey,2022-09-01,"['A', 'Ku', 'Klux', 'Klan', 'Plaque', 'Is', 'Mounted', 'At', 'West', ""Point's"", 'Science', 'Center,', 'Commission', 'Finds']","['The', 'plaque', 'shows', 'a', 'hooded', 'man', 'holding', 'a', 'weapon.']",14,9,plaque shows hooded man holding weapon.,"ku klux klan plaque mounted west point's science center, commission finds","['plaque', 'shows', 'hooded', 'man', 'holding', 'weapon.']","['ku', 'klux', 'klan', 'plaque', 'mounted', 'west', ""point's"", 'science', 'center,', 'commission', 'finds']",[],[],2022
https://www.huffpost.com/entry/ap-us-bay-area-dead-fish_n_63113130e4b020c4ffab4841,Toxic Algae Causes Thousands Of Dead Fish To Wash Ashore In California,ENVIRONMENT,The unprecedented red tide is creating a foul odor that may get worse during the oncoming heat wave.,"TERRY CHEA and OLGA R. RODRIGUEZ, AP",2022-09-01,"['Toxic', 'Algae', 'Causes', 'Thousands', 'Of', 'Dead', 'Fish', 'To', 'Wash', 'Ashore', 'In', 'California']","['The', 'unprecedented', 'red', 'tide', 'is', 'creating', 'a', 'foul', 'odor', 'that', 'may', 'get', 'worse', 'during', 'the', 'oncoming', 'heat', 'wave.']",12,18,unprecedented red tide creating foul odor worse oncoming heat wave.,toxic algae causes thousands dead fish wash ashore california,"['unprecedented', 'red', 'tide', 'creating', 'foul', 'odor', 'worse', 'oncoming', 'heat', 'wave.']","['toxic', 'algae', 'causes', 'thousands', 'dead', 'fish', 'wash', 'ashore', 'california']",[],[],2022
https://www.huffpost.com/entry/lisa-loeb-90s-music-profile_n_630d2734e4b088f74236a534,Lisa Loeb Paved Her Own Way In The '90s — A Rare Feat For Independent Artists Of The Time,CULTURE & ARTS,The ‘Stay (I Missed You)’ artist reflects on pushing against a culture where female singer-songwriters were expected to fit a certain mold to make it big.,Candice Frederick,2022-08-31,"['Lisa', 'Loeb', 'Paved', 'Her', 'Own', 'Way', 'In', 'The', ""'90s"", '—', 'A', 'Rare', 'Feat', 'For', 'Independent', 'Artists', 'Of', 'The', 'Time']","['The', '‘Stay', '(I', 'Missed', 'You)’', 'artist', 'reflects', 'on', 'pushing', 'against', 'a', 'culture', 'where', 'female', 'singer-songwriters', 'were', 'expected', 'to', 'fit', 'a', 'certain', 'mold', 'to', 'make', 'it', 'big.']",19,26,‘stay (i missed you)’ artist reflects pushing culture female singer-songwriters expected fit certain mold make big.,lisa loeb paved way '90s — rare feat independent artists time,"['‘stay', '(i', 'missed', 'you)’', 'artist', 'reflects', 'pushing', 'culture', 'female', 'singer-songwriters', 'expected', 'fit', 'certain', 'mold', 'make', 'big.']","['lisa', 'loeb', 'paved', 'way', ""'90s"", '—', 'rare', 'feat', 'independent', 'artists', 'time']",[],[],2022
https://www.huffpost.com/entry/jim-jordan-judiciary-trump-docs-tweet_n_630f124ee4b0dc23bbed2a07,Rep. Jim Jordan's Judiciary Twitter Account Finds 'Threat' In Pic Of Docs At Trump Home,POLITICS,The 36-page filing described how Trump and his representatives did not hand over classified materials at the property.,Ben Blanchet,2022-08-31,"['Rep.', 'Jim', ""Jordan's"", 'Judiciary', 'Twitter', 'Account', 'Finds', ""'Threat'"", 'In', 'Pic', 'Of', 'Docs', 'At', 'Trump', 'Home']","['The', '36-page', 'filing', 'described', 'how', 'Trump', 'and', 'his', 'representatives', 'did', 'not', 'hand', 'over', 'classified', 'materials', 'at', 'the', 'property.']",15,18,36-page filing described trump representatives did hand classified materials property.,rep. jim jordan's judiciary twitter account finds 'threat' pic docs trump home,"['36-page', 'filing', 'described', 'trump', 'representatives', 'did', 'hand', 'classified', 'materials', 'property.']","['rep.', 'jim', ""jordan's"", 'judiciary', 'twitter', 'account', 'finds', ""'threat'"", 'pic', 'docs', 'trump', 'home']",[],['36'],2022
https://www.huffpost.com/entry/mikhail-gorbachev-pizza-hut-ad_n_630e8d48e4b07744a2fb19f3,Mikhail Gorbachev's 1998 Pizza Hut Ad Resurfaces After His Death,POLITICS,The Soviet Union's last leader reportedly earned nearly $1 million even though he refused to eat the pizza on camera.,David Moye,2022-08-31,"['Mikhail', ""Gorbachev's"", '1998', 'Pizza', 'Hut', 'Ad', 'Resurfaces', 'After', 'His', 'Death']","['The', 'Soviet', ""Union's"", 'last', 'leader', 'reportedly', 'earned', 'nearly', '$1', 'million', 'even', 'though', 'he', 'refused', 'to', 'eat', 'the', 'pizza', 'on', 'camera.']",10,20,soviet union's leader reportedly earned nearly $1 million refused eat pizza camera.,mikhail gorbachev's 1998 pizza hut ad resurfaces death,"['soviet', ""union's"", 'leader', 'reportedly', 'earned', 'nearly', '$1', 'million', 'refused', 'eat', 'pizza', 'camera.']","['mikhail', ""gorbachev's"", '1998', 'pizza', 'hut', 'ad', 'resurfaces', 'death']",[],['1'],2022
https://www.huffpost.com/entry/donald-trump-fbi-classified-republicans_n_630f5edfe4b065bfc4b3d2ac,Republicans Ignore Trump's Hoarding Of Classified Documents,POLITICS,"The GOP is continuing to contort itself in defense of Donald Trump, despite new information relating to classified documents held at his Florida estate.",Igor Bobic,2022-08-31,"['Republicans', 'Ignore', ""Trump's"", 'Hoarding', 'Of', 'Classified', 'Documents']","['The', 'GOP', 'is', 'continuing', 'to', 'contort', 'itself', 'in', 'defense', 'of', 'Donald', 'Trump,', 'despite', 'new', 'information', 'relating', 'to', 'classified', 'documents', 'held', 'at', 'his', 'Florida', 'estate.']",7,24,"gop continuing contort defense donald trump, despite new information relating classified documents held florida estate.",republicans ignore trump's hoarding classified documents,"['gop', 'continuing', 'contort', 'defense', 'donald', 'trump,', 'despite', 'new', 'information', 'relating', 'classified', 'documents', 'held', 'florida', 'estate.']","['republicans', 'ignore', ""trump's"", 'hoarding', 'classified', 'documents']",[],[],2022
https://www.huffpost.com/entry/fox-news-steve-doocy-trump-classified-documents_n_630f8a35e4b07744a2fc6e7d,‘Fox & Friends’ Host Questions Why Trump Kept Classified Documents At Mar-A-Lago,POLITICS,"""These are the biggest secrets in the world,"" Steve Doocy said in response to the ex-president keeping top secret documents at his private residence.",Sanjana Karanth,2022-08-31,"['‘Fox', '&', 'Friends’', 'Host', 'Questions', 'Why', 'Trump', 'Kept', 'Classified', 'Documents', 'At', 'Mar-A-Lago']","['""These', 'are', 'the', 'biggest', 'secrets', 'in', 'the', 'world,""', 'Steve', 'Doocy', 'said', 'in', 'response', 'to', 'the', 'ex-president', 'keeping', 'top', 'secret', 'documents', 'at', 'his', 'private', 'residence.']",12,24,"""these biggest secrets world,"" steve doocy said response ex-president keeping secret documents private residence.",‘fox & friends’ host questions trump kept classified documents mar-a-lago,"['""these', 'biggest', 'secrets', 'world,""', 'steve', 'doocy', 'said', 'response', 'ex-president', 'keeping', 'secret', 'documents', 'private', 'residence.']","['‘fox', '&', 'friends’', 'host', 'questions', 'trump', 'kept', 'classified', 'documents', 'mar-a-lago']",[],[],2022
https://www.huffpost.com/entry/r-kelly-accusers-testify-trial_n_630f4a3ae4b07744a2fbe613,3 More R. Kelly Accusers Testify About His Abuse In Chicago Trial,U.S. NEWS,"Prosecutors rested their case against the singer, who stands accused of producing child sexual abuse videos in his latest trial.",Marco Margaritoff,2022-08-31,"['3', 'More', 'R.', 'Kelly', 'Accusers', 'Testify', 'About', 'His', 'Abuse', 'In', 'Chicago', 'Trial']","['Prosecutors', 'rested', 'their', 'case', 'against', 'the', 'singer,', 'who', 'stands', 'accused', 'of', 'producing', 'child', 'sexual', 'abuse', 'videos', 'in', 'his', 'latest', 'trial.']",12,20,"prosecutors rested case singer, stands accused producing child sexual abuse videos latest trial.",3 r. kelly accusers testify abuse chicago trial,"['prosecutors', 'rested', 'case', 'singer,', 'stands', 'accused', 'producing', 'child', 'sexual', 'abuse', 'videos', 'latest', 'trial.']","['3', 'r.', 'kelly', 'accusers', 'testify', 'abuse', 'chicago', 'trial']",[],[],2022
https://www.huffpost.com/entry/stocks-dive-truth-social-spac-merger-digital-world_n_630d93f0e4b0dc23bbeb4140,Stocks Dive For Truth Social SPAC Amid Merger Delay,POLITICS,It's one thing after another for Donald Trump's problem-plagued Truth Social.,Mary Papenfuss,2022-08-30,"['Stocks', 'Dive', 'For', 'Truth', 'Social', 'SPAC', 'Amid', 'Merger', 'Delay']","[""It's"", 'one', 'thing', 'after', 'another', 'for', 'Donald', ""Trump's"", 'problem-plagued', 'Truth', 'Social.']",9,11,it's thing donald trump's problem-plagued truth social.,stocks dive truth social spac amid merger delay,"[""it's"", 'thing', 'donald', ""trump's"", 'problem-plagued', 'truth', 'social.']","['stocks', 'dive', 'truth', 'social', 'spac', 'amid', 'merger', 'delay']",[],[],2022
https://www.huffpost.com/entry/signs-of-teeth-grinding_l_6307b72ee4b0f7df9bb7e34f,6 Signs You’re Grinding Your Teeth At Night (And What To Do About It),WELLNESS,"Beyond toothaches, there are other common red flags that you're dealing with nighttime teeth grinding.",Jillian Wilson,2022-08-30,"['6', 'Signs', 'You’re', 'Grinding', 'Your', 'Teeth', 'At', 'Night', '(And', 'What', 'To', 'Do', 'About', 'It)']","['Beyond', 'toothaches,', 'there', 'are', 'other', 'common', 'red', 'flags', 'that', ""you're"", 'dealing', 'with', 'nighttime', 'teeth', 'grinding.']",14,15,"toothaches, common red flags you're dealing nighttime teeth grinding.",6 signs you’re grinding teeth night (and it),"['toothaches,', 'common', 'red', 'flags', ""you're"", 'dealing', 'nighttime', 'teeth', 'grinding.']","['6', 'signs', 'you’re', 'grinding', 'teeth', 'night', '(and', 'it)']",[],[],2022
https://www.huffpost.com/entry/nasa-artemis-moon-mission_n_630d7530e4b063d5e61e0179,'Safety Is Always First': NASA Reschedules Artemis Moon Mission To Saturday,SCIENCE,"“We’re going to play all nine innings here,” the Artemis mission manager said after the first launch was scrubbed.",Nick Visser,2022-08-30,"[""'Safety"", 'Is', 'Always', ""First':"", 'NASA', 'Reschedules', 'Artemis', 'Moon', 'Mission', 'To', 'Saturday']","['“We’re', 'going', 'to', 'play', 'all', 'nine', 'innings', 'here,”', 'the', 'Artemis', 'mission', 'manager', 'said', 'after', 'the', 'first', 'launch', 'was', 'scrubbed.']",11,19,"“we’re going play innings here,” artemis mission manager said launch scrubbed.",'safety first': nasa reschedules artemis moon mission saturday,"['“we’re', 'going', 'play', 'innings', 'here,”', 'artemis', 'mission', 'manager', 'said', 'launch', 'scrubbed.']","[""'safety"", ""first':"", 'nasa', 'reschedules', 'artemis', 'moon', 'mission', 'saturday']",[],[],2022
https://www.huffpost.com/entry/anthony-ornato-retires-secret-service-trump-adviser_n_630dff01e4b065bfc4b20e38,Secret Service Official And Ex-Trump Aide Tony Ornato Retires Amid Jan. 6 Probe,POLITICS,"Ornato, who at one point served as a White House political adviser, is said to have witnessed Trump lunge at a Secret Service agent during the Capitol attack.",Nina Golgowski,2022-08-30,"['Secret', 'Service', 'Official', 'And', 'Ex-Trump', 'Aide', 'Tony', 'Ornato', 'Retires', 'Amid', 'Jan.', '6', 'Probe']","['Ornato,', 'who', 'at', 'one', 'point', 'served', 'as', 'a', 'White', 'House', 'political', 'adviser,', 'is', 'said', 'to', 'have', 'witnessed', 'Trump', 'lunge', 'at', 'a', 'Secret', 'Service', 'agent', 'during', 'the', 'Capitol', 'attack.']",13,28,"ornato, point served white house political adviser, said witnessed trump lunge secret service agent capitol attack.",secret service official ex-trump aide tony ornato retires amid jan. 6 probe,"['ornato,', 'point', 'served', 'white', 'house', 'political', 'adviser,', 'said', 'witnessed', 'trump', 'lunge', 'secret', 'service', 'agent', 'capitol', 'attack.']","['secret', 'service', 'official', 'ex-trump', 'aide', 'tony', 'ornato', 'retires', 'amid', 'jan.', '6', 'probe']",[],[],2022
https://www.huffpost.com/entry/the-vow-part-two-trailer_n_630e1472e4b063d5e61ed448,'The Vow Part Two' Trailer Dives Deeper Into Downfall Of Twisted NXIVM Cult,ENTERTAINMENT,HBO will release a six-part follow up to the series beginning in October about the infamous sex cult led by Keith Raniere.,Cole Delbyck,2022-08-30,"[""'The"", 'Vow', 'Part', ""Two'"", 'Trailer', 'Dives', 'Deeper', 'Into', 'Downfall', 'Of', 'Twisted', 'NXIVM', 'Cult']","['HBO', 'will', 'release', 'a', 'six-part', 'follow', 'up', 'to', 'the', 'series', 'beginning', 'in', 'October', 'about', 'the', 'infamous', 'sex', 'cult', 'led', 'by', 'Keith', 'Raniere.']",13,22,hbo release six-part follow series beginning october infamous sex cult led keith raniere.,'the vow two' trailer dives deeper downfall twisted nxivm cult,"['hbo', 'release', 'six-part', 'follow', 'series', 'beginning', 'october', 'infamous', 'sex', 'cult', 'led', 'keith', 'raniere.']","[""'the"", 'vow', ""two'"", 'trailer', 'dives', 'deeper', 'downfall', 'twisted', 'nxivm', 'cult']",[],[],2022
https://www.huffpost.com/entry/breastfeeding-depression-dysphoric-milk-ejection-reflex_l_6307a405e4b052615d78f20a,"This Breastfeeding Condition Makes Moms Feel Dread, Disgust And Despair",PARENTING,"Moms with dysphoric milk-ejection reflex (D-MER) feel an intense but brief wave of depression, anxiety or other negative emotion before letdown. And it's more common than you might think.",Kelsey Borresen,2022-08-30,"['This', 'Breastfeeding', 'Condition', 'Makes', 'Moms', 'Feel', 'Dread,', 'Disgust', 'And', 'Despair']","['Moms', 'with', 'dysphoric', 'milk-ejection', 'reflex', '(D-MER)', 'feel', 'an', 'intense', 'but', 'brief', 'wave', 'of', 'depression,', 'anxiety', 'or', 'other', 'negative', 'emotion', 'before', 'letdown.', 'And', ""it's"", 'more', 'common', 'than', 'you', 'might', 'think.']",10,29,"moms dysphoric milk-ejection reflex (d-mer) feel intense brief wave depression, anxiety negative emotion letdown. it's common think.","breastfeeding condition makes moms feel dread, disgust despair","['moms', 'dysphoric', 'milk-ejection', 'reflex', '(d-mer)', 'feel', 'intense', 'brief', 'wave', 'depression,', 'anxiety', 'negative', 'emotion', 'letdown.', ""it's"", 'common', 'think.']","['breastfeeding', 'condition', 'makes', 'moms', 'feel', 'dread,', 'disgust', 'despair']",[],[],2022
https://www.huffpost.com/entry/rapper-yung-gravy-addison-raes-mom-vmas-red-carpet-debut_n_630cdd9ae4b065bfc4b0be79,"Yung Gravy Brings Addison Rae’s Mom As His VMAs Date, Calls Her A Certain 4-Letter Word",ENTERTAINMENT,"The TikTok star’s mom Sheri Easterling and the “Betty” rapper made their romance public — but her ex, Monty Lopez, is not happy about it.",Elyse Wanshel,2022-08-29,"['Yung', 'Gravy', 'Brings', 'Addison', 'Rae’s', 'Mom', 'As', 'His', 'VMAs', 'Date,', 'Calls', 'Her', 'A', 'Certain', '4-Letter', 'Word']","['The', 'TikTok', 'star’s', 'mom', 'Sheri', 'Easterling', 'and', 'the', '“Betty”', 'rapper', 'made', 'their', 'romance', 'public', '—', 'but', 'her', 'ex,', 'Monty', 'Lopez,', 'is', 'not', 'happy', 'about', 'it.']",16,25,"tiktok star’s mom sheri easterling “betty” rapper romance public — ex, monty lopez, happy it.","yung gravy brings addison rae’s mom vmas date, calls certain 4-letter word","['tiktok', 'star’s', 'mom', 'sheri', 'easterling', '“betty”', 'rapper', 'romance', 'public', '—', 'ex,', 'monty', 'lopez,', 'happy', 'it.']","['yung', 'gravy', 'brings', 'addison', 'rae’s', 'mom', 'vmas', 'date,', 'calls', 'certain', '4-letter', 'word']",[],[],2022
https://www.huffpost.com/entry/us-house-proxy-voting_n_630d0049e4b07744a2f92303,House Members Are Using A Controversial Tool To Keep Campaigning. Has It Gone Too Far?,POLITICS,House members are only supposed to use proxy voting when they cannot be present due to COVID-19. But that's not stopping representatives from voting remotely on the campaign trail.,Jonathan Nicholson,2022-08-29,"['House', 'Members', 'Are', 'Using', 'A', 'Controversial', 'Tool', 'To', 'Keep', 'Campaigning.', 'Has', 'It', 'Gone', 'Too', 'Far?']","['House', 'members', 'are', 'only', 'supposed', 'to', 'use', 'proxy', 'voting', 'when', 'they', 'cannot', 'be', 'present', 'due', 'to', 'COVID-19.', 'But', ""that's"", 'not', 'stopping', 'representatives', 'from', 'voting', 'remotely', 'on', 'the', 'campaign', 'trail.']",15,29,house members supposed use proxy voting present covid-19. that's stopping representatives voting remotely campaign trail.,house members using controversial tool campaigning. gone far?,"['house', 'members', 'supposed', 'use', 'proxy', 'voting', 'present', 'covid-19.', ""that's"", 'stopping', 'representatives', 'voting', 'remotely', 'campaign', 'trail.']","['house', 'members', 'using', 'controversial', 'tool', 'campaigning.', 'gone', 'far?']",[],['19'],2022
https://www.huffpost.com/entry/lindsey-graham-warning-riots-trump-charged-classified-documents_n_630c2ab3e4b07744a2f82df7,Lindsey Graham Warns Of 'Riots In Streets' If Trump Is Charged Over Classified Docs,POLITICS,"“Most Republicans, including me, believe when it comes to Trump, there is no law,"" Graham said on Fox News. ""It's all about getting him.""",Mary Papenfuss,2022-08-29,"['Lindsey', 'Graham', 'Warns', 'Of', ""'Riots"", 'In', ""Streets'"", 'If', 'Trump', 'Is', 'Charged', 'Over', 'Classified', 'Docs']","['“Most', 'Republicans,', 'including', 'me,', 'believe', 'when', 'it', 'comes', 'to', 'Trump,', 'there', 'is', 'no', 'law,""', 'Graham', 'said', 'on', 'Fox', 'News.', '""It\'s', 'all', 'about', 'getting', 'him.""']",14,24,"“most republicans, including me, believe comes trump, law,"" graham said fox news. ""it's getting him.""",lindsey graham warns 'riots streets' trump charged classified docs,"['“most', 'republicans,', 'including', 'me,', 'believe', 'comes', 'trump,', 'law,""', 'graham', 'said', 'fox', 'news.', '""it\'s', 'getting', 'him.""']","['lindsey', 'graham', 'warns', ""'riots"", ""streets'"", 'trump', 'charged', 'classified', 'docs']",[],[],2022
